Linka;Začiatočná zastávka spoja;Smer;Dátum;Deň v týždni;Čas začiatku linky;Označenie linky;Vozidlo;Vodič;Poradie zastávky;Názov zastávky;Plánovaný príchod na zastávku;Skutočný príchod na zastávku;Status;Plánovaný odchod zo zastávky;Skutočný odchod zo zastávky;Počet nastupujúcich ľudí;Počet vystupujúcich ľudí;Obsadenosť po odchode zo zastávky
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;14:25;1/17;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;8;Senica, Agrostav/2;14:37;14:36:56;10.0;14:37;14:37:42;0;0;3
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;14:25;1/17;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;9;Senica, II. ZŠ/2;14:39;14:38:46;10.0;14:39;14:39:45;0;1;2
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;14:25;1/17;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;10;Senica, Brezová/1;14:40;14:40:08;10.0;14:40;14:40:37;0;0;2
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;14:25;1/17;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;11;Senica, Vajanského, cintorín/1;14:41;14:40:39;10.0;14:41;14:41:50;0;0;2
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;14:25;1/17;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;12;Senica, Autobusová stanica/1;14:46;14:43;10.0;14:46;14:43;0;0;0
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;15:25;1/19;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;1;Senica, Autobusová stanica/1;15:25;15:22:35;10.0;15:25;15:26:16;5;0;5
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;15:25;1/19;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;2;Senica, TESCO/2;15:28;15:26:43;5.0;15:28;15:27:54;1;0;6
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;15:25;1/19;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;3;Senica, Poliklinika/2;15:29;15:28:09;10.0;15:29;15:29:14;1;1;6
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;15:25;1/19;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;4;Senica, Sotinská/1;15:30;15:29:35;5.0;15:30;15:29:55;0;0;6
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;15:25;1/19;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;5;Senica, Kunov, rázc./1;15:33;15:31:48;10.0;15:33;15:33:49;0;0;6
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;15:25;1/19;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;6;Senica, Kunov, Jednota/1;15:34;15:33:51;10.0;15:34;15:34:22;0;2;4
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;15:25;1/19;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;7;Senica, Kunov, IBV/1;15:35;15:34:44;10.0;15:35;15:35:28;0;1;3
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;15:25;1/19;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;8;Senica, Agrostav/2;15:37;15:36:55;10.0;15:37;15:37:45;0;2;1
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;15:25;1/19;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;9;Senica, II. ZŠ/2;15:39;15:39:03;10.0;15:39;15:39:41;0;0;1
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;15:25;1/19;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;10;Senica, Brezová/1;15:40;15:40:04;10.0;15:40;15:40:30;0;0;1
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;15:25;1/19;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;11;Senica, Vajanského, cintorín/1;15:41;15:40:32;10.0;15:41;15:41:28;0;1;0
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;15:25;1/19;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;12;Senica, Autobusová stanica/1;15:46;15:44:31;10.0;15:46;15:44:31;0;0;0
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;16:25;1/21;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;1;Senica, Autobusová stanica/1;16:25;16:22:48;10.0;16:25;16:26:29;4;0;4
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;16:25;1/21;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;2;Senica, TESCO/2;16:28;16:26:56;10.0;16:28;16:28:38;0;0;4
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;16:25;1/21;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;3;Senica, Poliklinika/2;16:29;16:28:53;10.0;16:29;16:29:16;0;0;4
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;16:25;1/21;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;4;Senica, Sotinská/1;16:30;16:29:34;10.0;16:30;16:30:12;0;0;4
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;16:25;1/21;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;5;Senica, Kunov, rázc./1;16:33;16:32:09;10.0;16:33;16:33:16;0;1;3
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;16:25;1/21;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;6;Senica, Kunov, Jednota/1;16:34;16:33:50;10.0;16:34;16:34:56;0;3;0
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;16:25;1/21;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;7;Senica, Kunov, IBV/1;16:35;16:35:18;10.0;16:35;16:35:34;0;0;0
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;16:25;1/21;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;8;Senica, Agrostav/2;16:37;16:37;10.0;16:37;16:37:49;1;0;1
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;16:25;1/21;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;9;Senica, II. ZŠ/2;16:39;16:39:04;10.0;16:39;16:39:43;0;0;1
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;16:25;1/21;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;10;Senica, Brezová/1;16:40;16:40:12;10.0;16:40;16:40:45;0;0;1
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;16:25;1/21;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;11;Senica, Vajanského, cintorín/1;16:41;16:40:47;10.0;16:41;16:41:39;0;0;1
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;16:25;1/21;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;12;Senica, Autobusová stanica/1;16:46;16:42:31;10.0;16:46;16:42:31;0;0;0
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;17:25;1/23;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;1;Senica, Autobusová stanica/1;17:25;17:23:22;10.0;17:25;17:27:49;0;0;0
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;17:25;1/23;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;2;Senica, TESCO/2;17:28;17:28:12;10.0;17:28;17:30:18;3;3;0
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;17:25;1/23;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;3;Senica, Poliklinika/2;17:29;17:30:38;10.0;17:29;17:31:17;0;0;0
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;17:25;1/23;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;4;Senica, Sotinská/1;17:30;17:31:37;10.0;17:30;17:31:58;0;0;0
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;17:25;1/23;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;5;Senica, Kunov, rázc./1;17:33;17:33:45;10.0;17:33;17:34:53;1;0;1
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;17:25;1/23;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;6;Senica, Kunov, Jednota/1;17:34;17:35:28;10.0;17:34;17:36:35;0;0;1
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;17:25;1/23;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;7;Senica, Kunov, IBV/1;17:35;17:36:59;10.0;17:35;17:37:18;0;0;1
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;17:25;1/23;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;8;Senica, Agrostav/2;17:37;17:38:43;10.0;17:37;17:38:59;0;0;1
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;17:25;1/23;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;9;Senica, II. ZŠ/2;17:39;17:40:01;10.0;17:39;17:40:38;0;0;1
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;17:25;1/23;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;10;Senica, Brezová/1;17:40;17:41:06;10.0;17:40;17:41:59;0;2;0
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;17:25;1/23;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;11;Senica, Vajanského, cintorín/1;17:41;17:42:01;10.0;17:41;17:42:47;0;0;0
1;Senica, Autobusová stanica/1;Senica, Autobusová stanica/1;2025-04-01;utorok;17:25;1/23;TT788JG;6a8e345ca0e49d4bff771ac8105d9db9;12;Senica, Autobusová stanica/1;17:46;17:44:11;10.0;17:46;17:44:11;0;0;0
2;Senica, Sotina, Zimný štadión/1;Senica, Žel. stanica/1;2025-04-01;utorok;04:05;2/1;TT088JH;699f8c813ab8547b604fc1d38f7ce16f;1;Senica, Sotina, Zimný štadión/1;04:05;04:02:09;10.0;04:05;04:05:49;1;0;1
2;Senica, Sotina, Zimný štadión/1;Senica, Žel. stanica/1;2025-04-01;utorok;04:05;2/1;TT088JH;699f8c813ab8547b604fc1d38f7ce16f;2;Senica, Sotina, Amfiteáter/1;04:06;04:06:15;10.0;04:06;04:07:30;2;0;3
2;Senica, Sotina, Zimný štadión/1;Senica, Žel. stanica/1;2025-04-01;utorok;04:05;2/1;TT088JH;699f8c813ab8547b604fc1d38f7ce16f;4;Senica, Poliklinika/1;04:07;04:07:36;10.0;04:07;04:09:02;1;0;4
2;Senica, Sotina, Zimný štadión/1;Senica, Žel. stanica/1;2025-04-01;utorok;04:05;2/1;TT088JH;699f8c813ab8547b604fc1d38f7ce16f;5;Senica, TESCO/1;04:08;04:09:13;10.0;04:08;04:09:42;0;0;4
2;Senica, Sotina, Zimný štadión/1;Senica, Žel. stanica/1;2025-04-01;utorok;04:05;2/1;TT088JH;699f8c813ab8547b604fc1d38f7ce16f;6;Senica, Autobusová stanica/1;04:11;04:10:25;10.0;04:11;04:11;2;0;6
2;Senica, Sotina, Zimný štadión/1;Senica, Žel. stanica/1;2025-04-01;utorok;04:05;2/1;TT088JH;699f8c813ab8547b604fc1d38f7ce16f;7;Senica, Pošta/2;04:13;04:12:55;10.0;04:13;04:13:18;0;0;6
2;Senica, Sotina, Zimný štadión/1;Senica, Žel. stanica/1;2025-04-01;utorok;04:05;2/1;TT088JH;699f8c813ab8547b604fc1d38f7ce16f;9;Senica, Dlhá, č. 260/1;04:14;04:13:23;10.0;04:14;04:14:36;1;2;5
2;Senica, Sotina, Zimný štadión/1;Senica, Žel. stanica/1;2025-04-01;utorok;04:05;2/1;TT088JH;699f8c813ab8547b604fc1d38f7ce16f;10;Senica, Gymnázium/1;04:15;04:14:55;10.0;04:15;04:15:24;0;0;5
2;Senica, Sotina, Zimný štadión/1;Senica, Žel. stanica/1;2025-04-01;utorok;04:05;2/1;TT088JH;699f8c813ab8547b604fc1d38f7ce16f;11;Senica, DEMA/2;04:16;04:15:50;10.0;04:16;04:16:49;1;0;6
2;Senica, Sotina, Zimný štadión/1;Senica, Žel. stanica/1;2025-04-01;utorok;04:05;2/1;TT088JH;699f8c813ab8547b604fc1d38f7ce16f;12;Senica, SPP/1;04:17;04:16:53;10.0;04:17;04:17:19;0;0;6
2;Senica, Sotina, Zimný štadión/1;Senica, Žel. stanica/1;2025-04-01;utorok;04:05;2/1;TT088JH;699f8c813ab8547b604fc1d38f7ce16f;13;Senica, Technické služby/1 ;04:18;04:18:11;10.0;04:18;04:18:29;0;0;6
